-2.418161191605991689e-01,-4.162684858441464963e-02,3.010680153963834371e+00,-1.854198427354269152e-01,1.146119683605856032e+00,-5.560776082631531392e-02,4.869971898785807052e-01,5.696450066919478417e-01
2.141553535147938003e+00,5.970394479976573465e-02,-5.671594437195772720e-01,8.936732756602221439e-01,-2.327617923192139282e-02,3.621751388410154870e+00,9.539822234447187244e-01,-2.512242731199773260e+00
6.118311195662539531e-02,6.018374712153894412e-01,9.488554491243245126e-01,3.473142407800877685e-01,7.193573143449668583e-01,1.080904026558587416e+00,7.748922846249552965e-01,7.202292882062981683e-01
4.477561856804016527e-01,1.894968523999400745e-01,-1.570881960818008294e-01,1.136176471389943460e-01,9.235785824629169083e-01,1.154409052926151036e+00,8.658841826421707077e-01,1.914051475164791072e-01
1.159762277696134936e+00,4.720106766516469210e-01,-6.630653009468573389e-02,1.497543750567270626e-01,5.104772596053217537e-01,2.028459762426724211e+00,3.352020769825536650e-01,4.579976528360570343e-01
3.103480584683190879e-01,4.454534894227661634e-02,4.738526909172509627e-01,5.292990294434288812e-01,-4.405697153125556070e-02,1.363322179152420599e+00,1.473121799261987386e+00,-6.908282669447242397e-02
7.065442485462971600e-01,3.195730868658707702e-01,5.984912590115170072e-01,1.035609449308012797e+00,1.919493872622912156e-01,5.477293474289515185e-01,1.209711552172354265e+00,-4.182127986830287691e-02
-7.379919501083926914e-01,1.148647179965885501e+00,2.483481517133121930e+00,4.802137478694517903e+00,-2.077912350168396038e+00,2.738582980666688371e+00,1.254636531773787533e+00,-5.013850252209123504e+00
-1.351583497951274193e+00,2.894083968459654432e+00,4.322815604188254279e-01,-2.357819324208967615e-01,1.540773102302425590e+00,-7.197069860299482036e-01,7.388972877253866534e-01,1.095969426195423813e+00
2.550060683402101125e-01,2.110758307397140321e-01,2.981772206872080333e-01,1.510194530638712340e+00,3.525347298971669152e-02,3.177539939007730241e-01,1.123543841032308865e+00,6.343812842046112621e-01
4.512833177145133767e+00,1.195943512668457415e-01,-4.436851239696902316e-01,-1.793040909375482883e+00,1.547545453266682802e+00,-1.673826577642254509e+00,6.966999082151719650e-04,1.793552862784571156e+00
5.452143156567372806e-01,9.264767675664588031e-01,2.231229879389214632e-01,-7.816139715196115390e-01,8.788835948333068027e-01,6.731813874734142722e-01,8.804849593891395099e-01,1.695322610132777408e+00
-6.428903515077324382e-01,-6.000842583415565423e-01,-1.468212311307691254e+00,2.013345901263925875e+00,-6.116428124461601445e-01,2.680690486856588173e+00,6.898192097632369624e-01,1.653889201772282824e+00
3.653911100633996378e-01,5.171554470388981528e-01,6.774270592187009443e-01,-4.628857450228227033e-01,1.084810627882909051e+00,-4.158524168294422396e-01,2.070555678829754775e+00,6.453846411580784759e-01
6.214049031701055492e-01,-3.664157059449890119e-01,2.292590002021881457e+00,-3.102329988461454136e-01,6.397329829224088771e-01,-1.777242335923918004e+00,2.325914258467056239e+00,-1.762093062490741394e-02
9.194983376777309259e-01,4.822826230842731654e-01,4.408078748745593023e-01,1.218163107742903151e+00,1.120444843737457896e+00,-8.724485144640985457e-01,9.969525398190131060e-01,1.416673013509479162e+00
2.270477989017908871e-01,-3.605463821606079422e-02,2.175909347711606212e-01,1.032705859864417652e+00,2.255388928428709305e-01,-7.901201798293704393e-01,1.114537841533663309e+00,9.407572548244605981e-01
4.091053706246585153e-01,2.674148371897491772e-01,-3.240619801713504056e-01,8.866989944840151239e-01,2.704515609667216269e-01,4.624303332351851759e-01,5.039790538967852118e-01,1.011613537241264460e+00
-2.484779265451162178e-01,-8.764649281039198492e-01,-9.172900239259962341e-01,4.261289670493774828e+00,1.358153050836418796e+00,-4.766064191034943831e-01,8.502372184653789189e-02,4.980484961383435660e-01
1.367821333305061504e-01,-4.158353486669221777e-01,1.187550256246391100e+00,3.999362743278531140e-01,6.993602562388931965e-01,-1.781764880603510792e-01,1.429103341625326706e+00,6.657333579976111304e-01
-2.296943373415949452e-02,5.746488071076434334e-01,1.176246536499565343e+00,5.700132497338337156e-01,5.879618370291134211e-01,1.183531619339449614e+00,2.567974056807030281e-01,-1.748823177763260961e-01
8.826130358479506999e-01,2.644046369932934182e-01,9.402505751777942011e-01,1.953096487421069477e-02,8.724035006968469119e-01,4.378741453257611327e-01,5.418691763170456754e-01,4.896591079072161734e-01
-4.255903572358096104e-02,5.789509288605524384e-01,1.346364773324971731e+00,6.057361758875421387e-01,6.217112786218801368e-01,-4.478041997730815016e-01,7.503033762873003720e-01,6.812604593543003517e-01
3.634609781056154509e-01,3.755449316644099422e-01,1.735039419617518397e-01,1.712643485628378537e+00,9.146642675684437673e-01,5.771358684235639025e-01,-2.140156227426724123e-01,5.232508974574624078e-02
5.047652381389935439e-01,1.353266952069436480e+00,-5.272011229375973551e-01,2.168534076741544414e+00,-1.102602838605605401e-01,3.123219527440927457e-01,-1.044051570925409678e+00,-3.392784493225156073e-01
-4.986696667448180520e+00,-2.566266038243600445e+00,5.901039690342768651e+00,-3.101580231410976385e+00,7.705738014946387437e+00,-2.182576170822276396e+00,3.330419818108329100e+00,-1.559412961219282245e-01
1.878065770812976099e-01,-3.003784636603943486e-02,4.423567307174359198e-01,3.252312142770265035e-01,4.788614612474937360e-01,1.567823574648687490e+00,1.298407907016742024e+00,1.608509032000065286e-01
2.425475880881927393e-01,6.413304920765994233e-01,8.376706667970947040e-02,1.627227608494084876e+00,-1.586818211117381472e-01,7.079352934374202322e-01,1.003822235442461741e+00,4.897089415823266401e-01
1.605820459356874230e-02,-1.377000948583595626e-02,1.393786321855219557e+00,1.468684741298989183e+00,5.884647856701271662e-01,1.270733602842830434e+00,7.511738797553666469e-01,-1.784309561573751701e-01
4.053489034015068881e+00,-6.550488673890161984e+00,9.570581690967847610e-01,-2.351942426525543084e+00,3.217371424432690308e+00,2.845127894062679630e+00,6.586827575065204998e-01,1.143117120554509203e+00
4.920664103679356360e-01,-1.166635799323211264e-01,5.366700630842906605e-01,-9.350639847540836991e-01,5.189713772753197230e-01,1.518260337534886872e+00,1.016155807607522998e+00,9.479625484344369468e-01
7.057200308657839649e+00,5.053706048457445199e+00,5.013820549052470099e+00,-2.168843586952528657e+00,-2.040129621111478553e+00,-1.473357145861411421e+00,-2.507907274197925140e+00,-4.943560435063879765e+00
-6.890671294268826408e-01,3.132473026453148901e-02,8.153894857089823978e-01,-4.551090443925624451e-01,6.262024073883695197e-01,-3.074897701496920321e-01,1.365085261292823926e+00,5.709554391155272079e-02
1.849692073654289004e+00,2.737300561306115210e-01,8.603102424636444034e-01,7.954093851901304912e-01,6.274049061171214081e-01,-4.666240604478566478e-01,7.689600613474599777e-01,6.127877206805656396e-01
